kammi,,,,quantitative
mtnaasb,,,,proportional
biro9raTi,,,,bureaucratic
kayghir,,,,jealous
khayali,,,,fancy
mghyar,,,,jealous
ldid,,,,delicious
bayn,,,,obvious
mftou7,meftou7,,,open
sad,sadd,,,closed
mesdoud,msdoud,msdod,,closed
m7loul,m7lol,me7loul,me7lol,open
ghaleT,ghaaleT,,,wrong
mbeddel,mbddl,,,different
S7i7,,,,strong
mwellef,,,,used to
mriguel,,,,cunning
dayekh,,,,dizzy
mdowwakh,,,,dizzy
mberrer,mbrrer,mberrar,,justified
,adjectivesn1,n2,n3,n4,eng
dima,dayman,,,always
machi,,,,not
ghaliban,ghaaliban,,,often
9aryban,9ariban,qaryban,qariban,soon
bkri,bekri,barki,,early
bchwia,,,,slowly
bl8adawa,,,,carefully
imkn,yemken,imken,,perhaps
8na,,,,here
l8i8,lhih,,,there
9rib,,,,nearby
lfo9,lfou9,lfog,lfoug,upstairs
mn b3d,men be3d,mn be3d,,later
daba,,,,now
chwia,,,,a little
bzzaf,bzaf,,,a lot
kolliyan,,,,totally
flblaSa,,,,instantly
t9riban,ta9riban,te9riban,taqriban,almost
mrra mrra,,,,sometimes
naadiran,nadiran,,,rarely
walakin,,,,however
walakin,,,,but
zid 3liha,,,,in addition
kafi,kaafi,,,enough
ga3,,,,never
dghya,deghya,dghia,daghya,quickly
bzzrba,bzzerba,bzzarba,bzerba,quickly
9bel,9bl,,,before
mnb3d,mn b3d,mn be3d,mnbe3d,after
9ariban,,,,soon
mazal,,,,still
mazal,,,,yet
dad,ded,dedd,dadd,against
akhiran,,,,finally
7rfyyan,7arfyyan,7erfian,7arfian,literally
ghaliban,ghaaliban,,,probably
,adverbs"klb","kalb","kelb","","dog"
"mch","moch","mech","","cat"
"7mar","hmar","himar","","donkey"
"zarafa","","","","giraffe"
"sb3","sbe3","sbaa","sba3","lion"
"djaja","","","","chicken"
"frouj","farrouj","farouj","","cock"
"ghzala","","","","gazelle"
"nmr","nmer","nmar","","tiger"
"Db3","Dbe3","Dbaa","Dba3","hyena"
"7out","hout","houte","","fish"
"nmla","nemla","","","ant"
"fkroun","fekroun","fakroun","","turtle"
"brbouch","beboch","babbouch","berbouch","snail"
"bghl","bghel","bghal","","mule"
"3awd","aawd","3aoud","","horse"
"khrouf","5rouf","5rof","khrof","sheep"
"7awli","hawli","hewli","7ouli","sheep"
"n3ja","ne3ja","na3ja","","sheep"
"m3za","ma3za","me3za","maaza","goat"
"timsa7","timsah","","","crocodile"
"fil","fyl","","","elephant"
"3jl","3jel","3jal","aajel","calf"
"dib","dyb","","","wolf"
"7llouf","7allouf","hallouf","hellouf","pig"
"9rd","9ard","qard","9erd","monkey"
"Tobba","","","","rat"
"jml","jmal","jmel","","camel"
"dlfin","delfin","dalfine","","dolphin"
"moka","mouka","","","owl"
"t3lb","the3leb","ta3lab","te3leb","fox"
"bgra","bagra","begra","","cow"
"dobb","dob","","","bear"
"9niwna","9nia","qnia","","rabbit"
"Twiyer","Twyer","Ter","Tir","bird"
"ti9lit","ti9lita","tiqlit","","lizard"
"babbagha","babbaghio","babaghyo","","parrot"
"far","","","","mouse"
"bTTa","baTTa","beTTa","","duck"
"crevit","","","","shrimps"
"bibi","","","","turkey"
"n7la","na7la","ne7la","","bee"
"ghrab","ghorab","","","crow"
"7mama","hmama","","","pigeon"
"bllarj","bellarj","belarj","belarj","stork"
"n3ama","naama","","","ostrich"
"gnfoud","ganfoud","","","hedgehog"
"khffach","khoffach","5ofach","5offach","bat"
"jrana","","","","frog"
"sinjab","","","","squirrel"
"7nch","7ench","7anch","hench","snake"
"okhToboT","","","","octopus"
"9irch","qirch","","","shark"
"nsr","nser","","","eagle"
"biTri9","biTriq","","","penguin"
"faracha","","","","butterfly"
"rtila","","","","spider"
"3grba","aagrba","3garba","","scorpion"
"namousa","namosa","","","mosquito"
"dbbana","debana","dbana","","fly"
"dbban","deban","dban","","flies"
"jrada","","","","grasshopper"
"jrada","","","","grasshoppers"
"douda","","","","worm"
"doud","","","","worms"
"7ayawan","hayawan","","","animal"
"7achara","hachara","","","insect"
"7acharat","hacharat","","","insects"
"7ayawanat","hayawanat","","","animals"
"3oSfor","","","","bird"
"tour","thour","thor","tor","bull"
"samaka","","","","fish"
"daynaSour","daynaSor","","","dinosaur"
"bobris","boubris","bobriss","boubriss","lizard"
"9ondos","","","","beaver"
"b8ima","bhima","","","cattle"
"wzza","wezza","","","goose"
"Taws","Taawous","Tawous","","peafowl"
"srdin","","","","sardine"
"smTa","semTa","samTa","","eel"
"fo9ma","foqma","","","seal"
"srra9zzit","srra9 zzit","srra9 zit","","cockroach"
"boj3ran","bouj3ran","","","cockroach"
"gml","gmel","gmal","","louses"
"mn9ar","man9ar","men9ar","manqar","beak"
"jna7","jnah","","","wing"
"richa","rycha","","","feather"
"ghoul","ghol","","","beast"
"faras nna8r","faras nnahr","","","hippopotamus"
"wa7id l9arn","wahid l9arn","wahid lqarn","","rhinoceros"
"7imar wa7chi","7imar w7chi","","","zebra"
"ghzala","","","","deer"
"fa8d","fahd","fehd","","leopard"
"ferrouj","frroj","farouj","","cock"
"8od8od","hodhod","","","hoopoe"
,animals"n1","n2","n3","n4","eng"
"mousi9a","musiqa","","","music"
"rasm","rrasm","","","painting"
"kamanja","","","","violin"
"3oud","","","","oud"
"chTi7","chTih","","","dance"
"ghna","ghona","","","singing"
"chi3r","","","","poetry"
"fenn","fann","","","art"
"msr7","masra7","masrah","mesre7","theater"
"tSfi9","taSfi9","","","applause"
"tSwira","tSwera","taSwira","","photo"
"ta9afa","taqafa","","","culture"
"chita","","","","brush"
"khayal","5ayal","","","imagination"
"DDo","Daw2","","","light"
"ibda3","ibdaa3","","","creativity"
"jamal","jamaal","","","beauty"
"raw3a","","","","magnificence"
"chaa3ir","cha3ir","","","poet"
"kaatib","katib","","","writer"
"riwa2i","riwaa2i","","","novelist"
"mokhrij","mo5rij","","","film director"
"momttil","momtil","","","actor"
"mo2llif","mo2allif","mo2lif","","author"
"8ndasa","8andasa","","","engineering"
"rasm","","","","drawing"
"n7t","na7t","","","sculpture"
"mt7f","mot7af","","","museum"
"Tbl","Tbel","Tbal","","drum"
"piano","","","","piano"
"guitar","gitar","","","guitar"
"nghma","neghma","naghma","","tone"
"osloub","oslob","","","style"
"ofo9i","ofoqi","","","horizontal"
"3amoudi","3amodi","","","vertical"
"chm3a","cham3a","chem3a","","candle"
"nsijam","insijam","","","harmony"
"tze3zi3","tza3zi3","tz3zi3","","vibration"
"i9a3","iy9a3","iqa3","","rhythm"
"t2tir","ta2tir","ta2thir","te2tir","impression"
"t2Tir","ta2Tir","te2Tir","","supervising"
"tSmim","taSmim","","","design"
"t3bir","te3bir","ta3bir","taabir","expression"
"ti9nia","tiqnia","","","technique"
"tikrar","","","","repetition"
"m3awda","","","","repetition"
"tamatoul","tamatol","tamathoul","","symmetry"
"bou3d","bo3d","","","dimension"
"bo3d","","","","remote"
"masafa","massafa","","","distance"
"gnTra","ganTra","guenTra","","bridge"
"khTT","khaTT","kheTT","","line"
"morbba3","morba3","morbba3","","square"
"dwwara","da2ira","","","circle"
"motllat","motlat","","","triangle"
"mostaTil","","","","rectangle"
"n9Ta","no9Ta","","","point"
"Sout","Saout","","","voice"
"zwin","zwen","","","beautiful"
"khayal","5ayal","","","fiction"
"chaacha","chacha","","","screen"
"koumidia","koumidya","comedia","","comedy"
"taarikhi","tarikhi","tari5i","taari5i","historical"
"Sout","Sawt","Saout","Sot","sound"
"adat","adaat","","","instrument"
"nghma","naghma","neghma","","tone"
"m3riD","ma3riD","","","exhibition"
"mi8rajan","mihrajan","","","festival"
"makiaj","makyaj","","","makeup"
"baTal","","","","hero"
"ch3bi","che3bi","cha3bi","","popular"
"riwaya","","","","novel"
"moslsal","mosellsal","mouselsal","","series"
"9anat","qanat","9anaat","","channel"
"ich8ar","","","","advertisement"
"moghnni","moghenni","moghanni","","singer"
"fr9a","fer9a","","","band"
"jou9","jo9","","","choir"
"kasiTa","","","","tape"
,art"n1","n2","n3","n4","eng"
"7wayj","7wayej","7wayaj","hwayej","clothes"
"khatm","5atm","khatem",,"ring"
"9amija","qamija",,,"shirt"
"srwal","serwal","sarwal",,"pants"
"kaskita","kasketa",,,"cap"
"sbbat","sebbat",,,"shoe"
"t9achr","t9acher","tqacher",,"socks"
"chort","short",,,"shorts"
"kbbot","kabbot","kebbot",,"coat"
"grafaTa",,,,"tie"
"Trbouch","Tarbouch","Terbouch","Tarboch","hat"
"tjakiTa","jakiTa","jakiT",,"jacket"
"Saya",,,,"skirt"
"slip",,,,"underpants"
"chal",,,,"scarf"
"djin",,,,"jeans"
"kswa","kaswa","keswa","keswa","dress"
"kostim","koustim",,,"suit"
"pijama","pyjama",,,"pajamas"
"likouch","likoch",,,"diapers"
"ligat",,,,"gloves"
"smTa","samTa","semTa",,"belt"
"SDfa","SaDfa","SeDfa",,"button"
"jib","jayb",,,"pocket"
"Twang","Twaneg","Twanag","7ala9ate","earring"
"snsla","sensla","selsla","slsla","necklace"
"gormiT","gourmiT","gourmeT",,"bracelet"
"bsTam","bzTam","besTam","bezTam","wallet"
"mDll","mDall","mDell","mDalla","umbrella"
"Tagia","Taguia","Tagyya","Taguyya","skullcap"
"touni","toni",,,"football shirt"
"jellaba","jllaba",,,
"blgha","belgha","cherbil",,
"drra3ia","Drra3ia",,,
"jabador","jabadour",,,
"9fTan","9efTan","9afTan",,
"tkchiTa","tekchiTa","takchiTa",,
"sl8am","sel8am","slham","selham",,clothes"n1","n2","n3","n4","eng"
"loun","lawn","laoun","lwn","color"
"7mr","7mer",hmer,,"red"
"khdr","5dr","khdar","khder","green"
"zr9","zra9","zre9","zraq","blue"
"byed","byad",,,"white"
"k7l","k7al","k7el",,"black"
"limouni",,,,"orange"
"gri",,,,"grey"
"9hwi","9ahwi","qahwi","9ehwi","brown"
"bonni",,,,"brown"
"fanidi",,,,"pink"
"wardi","werdi","ouardi",,"pink"
"banafsaji",,,,"purple"
"Sfr","Sfar","Sfer",,"yellow"
"maro","lmaro",,,"maroon"
"bij","beige",,,"beige"
"d8bi","de8bi","dehbi",,"gold"
"mghlou9","maghlou9","maghlouq","meglou9","dark"
"mftou7","meftou7","maftouh","maftou7","light",colors"n1","n2","n3","n4","eng"
"wrda","warda",,,"rose"
"nbta","nabta","nebta",,"plant"
"chouk",,,,"thorn"
"nkhla","nakhla","na5la","nekhla","palm tree"
"chjra","chejra","chajra",,"tree"
"chjr","chjer","chjar",,"trees"
"Sbbar",,,,"cactus"
"SafSaf","SefSaf",,,"willow"
"Sanawbar",,,,"pine"
"3rch","aarch",,,"branch"
"sawsan",,,,"iris"
"zira3a",,,,"agriculture"
"zrri3a","zarri3a","zerri3a",,"seed"
"gazo","gazon","lgazo","rbi3","grass"
"jdr","jder",,,"root"
"trab",,,,"soil",plants"n1","n2","n3","n4","eng"
"ktabi","","","","my book"
"3imartna","","","","our building"
"flous8a","","","","her money"
"klb8om","","","","their dog"
"7yato","","","","his life"
"chghlk","","","","your business"
"moul","mol","","","possessor of"
"dyali","diali",,,"mine"
"dyalo","dialo","dialou","dyalou","his"
"dyalha","dialha","dial8a","dyal8a","her"
"dyalhom","dialhom","dial8om","dyalhoum","their"
"dyalna","dialna","","","our"
,possessives"n1","n2","n3","n4","eng"
"gddam","godam","goddam","","in front of"
"mora","moura","","","behind"
"fog","foug","fog","foug","on"
"t7t","taht","ta7t","","under"
"3la","aala","","","about"
"b3d","be3d","ba3d","","after"
"Dedd","Dadd","","","against"
"fost","","","","among"
"b7al","bhal","","","as"
"b7al","bhal","","","like"
"f","fi","","","at"
"bsbab","bsabab","","","because of"
"9bl","9bel","qbel","9bal","before"
"mora","moura","wra","","behind"
"t7t","lt7t","te7t","ta7t","below"
"7da","hda","","","beside"
"bin","","","","between"
"b","bi","","","by"
"bwasiTat","b wasiTat","","","by means of"
"t7t","ta7t","te7T","","down"
"fou9t","f w9t","fw9t","","during"
"ma3ada","ma 3ada","","","except"
"tab3","taab3","tabaa","","following"
"l","li","","","to"
"l","li","","","for"
"mn","men","","","from"
"f","fi","","","in"
"za2id","","","","in addition"
"ila","","","","if"
"bima fiha","","","","including"
"daakhl","daa5l","dakhl","da5l","inside"
"mn","men","","","of"
"3la","aala","","","over"
"bnnisba","bnisba","b nnisba","b nisba","regarding"
"mn","men","","","since"
"f ttija8","f tijah","fttijah","ftija8","toward"
"7tal","","","","until"
"m3a","maa","","","with"
"7it","7int","7itach","7intach","because"
"bach","","","","in order to"
,prepositionsn1,n2,n3,n4,eng
ana,,,,I am
nta,,,,you
nti,,,,you
hoa,howa,8owa,8oa,him
hia,hya,8ya,8ia,her
7na,,,,us
7na,,,,we
ntoma,ntouma,,,you
homa,houma,8ouma,8oma,them
ayy wahd,,,,everyone
tta wahd,,,,anyone
ayyatoha haja,,,,anything
kolchi,koulchi,kollchi,koullchi,everything
hada,hadi,hadchi,had,this
dak,,,,that
hadak,,,,that
hadik,,,,that
hado,hadou,,,these
hado,hadou,,,those
imta,,,,when
fo9ach,foqach,,,when
fine,fin,,,where
w9tach,wa9tach,we9tach,,when
3lach,aalach,,,why
kifach,,,,why
ach,,,,what
chno,,,,what
chkon,,,,who
kifach,,,,how
ktr,kter,ktar,,more
aktar,,,,most
a9al,,,,least
9el,9al,,,less
,pronouns"n1","n2","n3","n4","eng"
"7jjam","7ejjam","7ajjam","hajjam","barber"
"7lla9","7ella9","7alla9","hallaq","barber"
"gzzar","guezzar","gazzar",,"butcher"
"Tbib",,,,"doctor"
"frmlia","fermlia","farmlia",,"nurse"
"modir","moudir",,,"director"
"fnnan","fennan","fannan",,"artist"
"trisyan","trician",,,"electrician"
"mo8ndis","mohndis",,,"engineer"
"flla7","fella7","falla7","fllah","peasant"
"Sa7afi","Sahafi",,,"journalist"
"9aDi","qaDi",,,"judge"
"mo7ami","mou7ami","mohami",,"lawyer"
"mikanisyan","mikanician","mecanician",,"mechanic"
"wakil","ouakil",,,"prosecutor"
"bolisi","bolissi",,,"cop"
"jadarmi",,,,"gendarme"
"rssam","rassam",,,"painter"
"moSwwir","moSwwer","moSwir","moSwer","photographer"
"srbay","serbay","sarbay",,"waiter"
"srbaya","serbaya","sarbaya",,"waitress"
"khyyaT","khiaT","5ayyaT","khayyaT","tailor"
"safir","safyr",,,"ambassador"
"mostachar","mostachaar",,,"advisor"
"plombi",,,,"plumber"
"mo9awil",,,,"entrepreneur"
"modir",,,,"director"
"mowDDaf",,,,"employee"
"sikritira",,,,"assistant"
"khDDar",,,,"greengrocer"
"njjar",,,,"carpenter"
"7rayfi",,,,"craftsperson"
"Sbbagh",,,,"painter"
"n77at",,,,"sculptor"
"mol ddjaj",,,,"poultryman"
"mol l7out",,,,"fishmonger"
"moSwwir",,,,"photographer"
"mol lmSbana",,,,
"gbbaS",,,,
"jlayji",,,,
"oustad",,,,"professor/teacher"
"mol taxi",,,,"Taxi driver",professions"n1","n2","n3","n4","eng"
"SSla","SSala","Sala","","pray"
"Syam","Siam","","","fasting"
"lhej","lhajj","7ejj","l7ej","pilgrimage"
"zakat","","","","charity"
"jam3","jama3","jame3","","mosque"
"lihoud","li8oud","li8od","","jews"
"nSara","","","","christians"
"imane","2yman","","","faith"
"koffar","","","","unbelievers"
"rou7","rouh","","","soul"
"jenna","janna","","","heaven"
"nnar","nar","","","hell"
"jahnam","ja8nnam","jahennam","ja8annam","hell"
"lakhra","akhira","lakhira","akhra","afterlife"
"chrab","","","","alcohol"
"malak","","","","angel"
"ddin","dine","ddine","dine","religion"
"loDo","woDou","woDou2","lwoDo2","ablution"
"3ti9ad","i3ti9ad","","","belief"
"chiTan","chayTan","","","satan"
"jnn","jenn","","","demon"
"3issa","3isa","","","jesus"
"ibrahim","","","","abraham"
"moussa","mossa","","","moses"
"khalifa","5alifa","","","caliph"
"kanissa","kanisa","","","church"
"fir3awn","","","","pharaoh"
"jibril","","","","gabriel"
"3zrayl","3zaryn","","","azrael"
"chaba7","chabah","","","ghost"
"lboudia","","","","buddhism"
"daoud","","","","david"
"nou7","nouh","","","noah"
"taTwwor","taTwor","","","evolution"
"jaza2","jazaa","","","reward"
"Salib","Salyb","","","cross"
"T8ara","Thara","","","circumcision"
"khtana","5tana","","","circumcision"
"SSa7aba","Sa7aba","","","companions of the prophet"
"fi98","fi9h","fiqh","","theory of islamic law"
"chari3a","chariaa","","","islamic law"
"ftwa","fatwa","fetwa","","interpretation of islamic law"
"khayr","khair","5ayr","5air","good"
"charr","cherr","","","evil"
"9or2an","","","","quran"
"mo9ddas","mo9addas","","","holy"
"9ods","l9ods","","","jerusalem"
"rou7","rouh","","","spirit"
"rou7ania","rouhania","","","spirituality"
"9iama","l9iama","9yama","l9yama","resurrection"
"janaza","gnaza","","","funeral"
"dbn","denb","danb","","sin"
"Sob7","Sobh","","","morning prayer"
"Do8r","Dohr","Doher","Do8ar","noon prayer"
"l3aSr","l3aSer","3aser","3asar","afternoon prayer"
"lmghrb","lmghreb","lmoghrab","mghrab","sunset prayer"
"l3cha","laacha","3cha","","evening prayer"
"zawia","zaouia","","","sect"
"injil","","","","bible"
"masi7","masy7","masih","","christ"
"allah","alah","Lah","","god"
"rassoul","rasoul","","","prophet"
"mslm","meslem","moslim","","muslim"
"sonni","","","","sunni"
"chi3i","","","","shi ite"
"mol7id","molhid","","","atheist"
"il7ad","ilhad","","","atheism"
"Sm3a","Sem3a","Sam3a","","minaret"
"adan","adaan","","","call to prayer"
"7lal","hlal","","","permitted"
"7ram","hram","","","forbidden"
"mo3jiza","","","","miracle"
,religionn1,n2,n3,n4,eng
t3nfij,t3anfij,t3enfij,,inconvenience
trbziT,tberziT,tbarziT,ttbrziT,bother
twichia,,,,thing
l3iba,l3ayba,l3aiba,,thing
l3amala,,,,friend
tbl7is,tbel7is,tbal7is,tbal7iss,flattery
Tnz,Tanz,Tenz,,mockery
z3fan,za3fan,ze3fan,,angry
ka3i,,,,angry
l8imri,lhimri,,,hunger
m9rach,m9raj,mo9rach,mo9raj,tea kettle
3zzi,3azzi,3ezzi,,black
b7alma8okdaya,b7almahokdaya,kifmab7almahokdaya,kifmab7alma8okdaya,like this
Tbbouzi,Tbozi,Tabozi,Tebbozi,fat
tkhrbi9,tkharbi9,tkherbi9,tkharbiq,nonsense
3zwa,3zawi,,,man
kbchlaba9ich,kobchlaba9ich,kobbchlabaqich,kobbchlaba9ich,fill my cup
law3lm,llaw3lm,laho3lm,lahoa3lam,i do not know
lay3miha lik,,,,i warn you
brbbi,brebbi,brabbi,,i swear
awdi,awddi,,,whatever
awdi,awddi,,,anyway
bz9oul,bz9ol,bez9ol,baz9ol,child
chwikkik,,,,a bit
T8lla,Thalla,T8alla,T8ella,bye
3rram,3erram,3arram,,many
ewa,,,,well
fchkl,fchkel,fchkal,fchkeel,special
fchkl,fchkel,fchkal,fchkeel,peculiar
gharib,,,,weird
sghikkrin,,,,tiny
tfrnisa,tfernisa,tfarnisa,,smile
bz9oul,bz9ol,,,baby
br8och,bar8ouch,barhouch,barhoch,kid
tbznisa,tbeznisa,tbaznisa,,deal
t8jaj,ta8jaj,tahjaj,,noise
9oz9oza7,9ous9oza7,9aws9oza7,9aws 9oza7,rainbow
3zwa,,,,well done
Saa7a,,,,well done
mwrre9,mwerre9,,,noticeable
3wachr,3wacher,,,feasts
naDi,naaDi,,,excellent
8nnina,8ennina,8annina,,be quiet
fog chchb3a,,,,extra
dyal lmchkhara,dyal lmechkhara,,,ridiculous
chchann TTann,,,,swiftly
ml3ouba,ml3oba,,,feasible
n7ila,,,,swift
8rrbo lia,hrebt,lherba,hrrbni,blow my mind
Dbber 3la,,,,fetch
khrrej 3inih,,,,stare
jb8a,jab8a,jeb8a,jbha,bold
snTi7a,senTi7a,SnTi7a,,bold
mrigl,,,,tricky
blan,blaan,,,a good deal
wakwakk,wakwak,,,oh god
makat9chcherch,makat9cherch,makat9echerch,makat9echcharch,
khdama lia,,,,I'm angry/mad,weird"n1","n2","n3","n4","eng"
"flous","flouss","","","money"
"l3a9a","ll3a9a","ll3aqa","","money"
"stitmar","istitmar","","","investment"
"raslmal","ras lmal","","","capital"
"ttaman","taman","","","price"
"Talab","","","","demand"
"kra","lkra","","","rent"
"salaf","","","","loan"
"9rD","9arD","9erD","","loan"
"kridi","","","","credit"
"9tiSad","9tissad","","","economy"
"byya3","beyya3","beya3","bya3","seller"
"chrray","chray","","","buyer"
"lbi3","","","","selling"
"chchra","","","","bying"
"sou9","souq","souk","","market"
"charika","","","","company"
"dr8m","drhm","der8am","dirham","dirham"
"jma3a","","","","group"
"tti7ad","iti7ad","itihad","ittihad","union"
"7tikar","htikar","","","monopoly"
"7tiyaT","i7tiaT","ihtiaT","","reserve"
"khdma","khedma","khadma","5adma","job"
"3omla","3oumla","","","currency"
"rrb7","rrba7","","","profit"
"kriz","criz","","","crisis"
"stachr","istachar","","","consult"
"sti9rar","isti9rar","stiqrar","","stability"
"sti8lak","stihlak","istihlak","isti8lak","consumption"
"iSla7","","","","reform"
"sa2i7","saih","ra2ih","sai7","tourist"
"biznis","","","","business"
"tijara","ttijara","","","commerce"
"fayit","fayyit","","","bankruptcy"
"dawli","daouli","","","international"
"3alami","aalami","","","international"
"D3if","Da3if","","","weak"
"fa9ir","","","","poor"
"prodwi","","","","product"
"mntouj","mentouj","mantouj","","product"
"brnamaj","barnamaj","bernamaj","","program"
"banka","","","","bank"
"borSa","bourSa","","","stock exchange"
"lasorans","lassourans","lasourans","","insurance"
"tkhzin","takhzin","tekhzine","","storage"
"tkhTiT","takhTiT","tekhTiT","ta5TiT","planning"
"lma3icha","","","","cost of living"
"Dariba","","","","tax"
"moka","mouka","","","money"
"srbis","serbis","serbiss","","service"
"blan","blane","","","plan"
"da3m","dda3m","","","support"
"ch8ria","cha8ria","chahria","chehria","salary"
"bznas","beznas","","","drug dealer"
"mo9awala","moqawala","","","enterprise"
"faktoura","","","","bill"
"mizania","","","","budget"
"Sina3a","Sinaa3a","","","industry"
"zira3a","ziraa3a","","","agriculture"
"SSayd","SSeyd","","","fishing"
"l9iTa3 lkhaS","","","","private sector"
"l9iTa3 l3amm","","","","public sector"
"tmwil","tamwil","tmouil","temwil","funding"
"3amal","","","","work"
"sti9ala","isti9ala","sti9aala","","resignation"
"ta9a3od","ta9aa3od","","","retirement"
"mdkhoul","medkhoul","mad5oul","med5ol","income"
"mchro3","machrou3","mchrou3","mechrou3","project"
"tterwa","ttrwa","ttarwa","","wealth"
"Talab","","","","application"
,economy"n1","n2","n3","n4","eng"
"oustad","ostad","","","teacher"
"tlmid","tilmid","","","student"
"moudir","modir","","","director"
"3amid","aamid","","","dean"
"sbbora","sabbora","sbora","","blackboard"
"Tabachir","","","","chalk"
"fizik","lfizik","","","physics"
"tarikh","","","","history"
"ryaDiat","riaDiat","","","math"
"ryaDa","riaDa","","","sport"
"joghrafia","","","","geography"
"drs","ders","dars","","course"
"mti7an","imti7an","mtihan","mti7ane","exam"
"ktab","kitab","","","book"
"dftar","deftar","daftar","","notebook"
"btida2i","","","","elementary"
"t3lim","ta3lim","","","education"
"mdrasa","medrasa","madrassa","medrassa","school"
"9ism","qism","","","class"
"lafak","lafac","la fac","lkollia","faculty"
"i3dadi","","","","middle school"
"tanawi","tanaoui","","","high school"
"jami3a","ljami3a","","","university"
"diplom","diplome","","","diploma"
"idara","lidara","","","administration"
"Tawila","","","","bench"
"flsafa","falsafa","felsafa","","philosophy"
"mawad","","","","subjects"
"3ilm","","","","science"
"logha","lougha","","","language"
"adab","","","","literature"
"3oloum","3ouloum","3olom","","sciences"
"ktba","kitaba","ktaba","","writing"
"jabr","","","","algebra"
"8ndasa","handasa","8andasa","hndasa","geometry"
"l7sab","7sab","hsab","","computing"
"chimi","","","","chemistry"
"stilo","stylo","","","pen"
"misTara","","","","ruler"
"chkara","","","","bag"
"9alam","qalam","","","pencil"
"mim7at","mimhat","","","eraser"
"3oTla","","","","holiday"
"ta9afa","taqafa","","","culture"
"7iSSa","7iSa","hiSSa","","session"
"Sf7a","Saf7a","Sef7a","","page"
"wr9a","wer9a","war9a","warqa","paper"
"b7t","ba7t","be7t","","research"
"sou2al","soual","ce2al","sa2al","question"
"jawab","","","","answer"
"fikra","","","","idea"
"7sab","7ssab","","","count"
"Tol","Toul","","","length"
"3rD","3arD","3erD","","width"
"rtifa3","irtifa3","","","hight"
"3lo","3low","","","hight"
"moDo3","mowDo3","mawDou3","mowDou3","topic"
"da2ira","dwwara","","","circle"
"7rf","7arf","7erf","","letter"
"klma","kalma","kelma","","word"
"jomla","joumla","","","phrase"
"faSila","","","","comma"
"tjriba","tajriba","tejriba","","experience"
"kotla","","","","mass"
"7ajm","","","","volume"
"khaTa2","5aTa2","","","wrong"
"Sa7i7","Sahih","","","right"
"m9S","m9aSS","m9eSS","m9as","scissors"
"rawD","raouD","","","kindergarten"
"takhSSoS","ta5SSoS","takhaSSoS","ta5aSSoS","specialization"
"ni9ach","niqach","","","discussion"
"t7lil","te7lil","ta7lil","tahlil","analysis"
"tmrin","tamrin","temrin","","exercise"
"min7a","minha","","","scholarship"
"ghyab","ghiab","","","absence"
"7oDor","7oDour","hoDour","","presence"
"za2id","","","","plus"
"na9iS","naqis","","","minus"
"mDroub","","","","times"
"m9soum","me9soum","m9som","ma9soum","divided"
"mo3adala","","","","equation"
"kasr","","","","fraction"
"chakl","","","","shape"
"zawyya","zawia","zawya","","angle"
"Tibb","","","","medicine"
"7aDana","","","","nursery school"
"ddirasat l3olya","ddirasat l3olia","","","higher education"
"ma38ad","me38ed","ma3had","m3hed","institute"
"bac","lbac","","","baccalaureate"
,educationn1,n2,n3,n4,eng
t3li9,ta3li9,te3li9,taaliq,comment
tlfaza,telfaza,,,television
tilifon,,,,phone
kabl,,,,cable
priz,,,,power plug
charjour,charjor,,,charger
intirnit,antirnit,,,internet
vidio,,,,video
odiyo,odio,odyo,,audio
watsap,,,,whatsapp
fisbok,fisbouk,,,facebook
chacha,chaacha,,,screen
lizyat,liziat,lliziat,,headphones
lizikottour,lizikotour,lizikotor,,headphones
matiryal,mataryan,,,hardware
portabl,portable,,,cell phone
bla slk,bla selk,bla salk,,wireless
slk,selk,salk,,wire
batri,,,,battery
boton,bouton,botona,boutoun,button
tilicomand,telecomand,telecomond,,remote control
nitflix,,,,netflix
parabol,,,,tv receiver
,technology"n1","n2","n3","eng"
"3a2ila","","","family"
"bnti","benti","banti","my daughter"
"wldi","waldi","weldi","my son"
"lwalid","","","father"
"lwalida","","","mother"
"baba","bba","","dad"
"mama","mmi","","mom"
"khouya","5ouya","khoya","my brother"
"khti","5ti","","my sister"
"3mi","aami","3mmi","my uncle"
"3mti","aamti","3mmti","my aunt"
"khali","5ali","","my uncle"
"khalti","5alti","","my aunt"
"kouzan","kozan","","my cousin"
"wld 3mi","wld aami","wld 3mmi","my cousin"
"wld 3mti","wld aamti","wld 3mmti","my cousin"
"wld khali","wld 5ali","","my cousin"
"wld khalti","wld 5alti","","my cousin"
"bnt 3mi","bnt aami","bnt 3mmi","my cousin"
"bnt 3mti","bnt aamti","bnt 3mmti","my cousin"
"bnt khali","bnt 5ali","","my cousin"
"bnt khalti","bnt 5alti","","my cousin"
"zawja","zzawja","","wife"
"lmra","lemra","lamra","wife"
"zawj","zzawj","","husband"
"rrajl","arrajel","rrajal","husband"
"mjwwj","mzwwj","mjawwej","married"
"mjwwja","mzwwja","mjawweja","married"
"3zri","3azri","3ezri","single"
"ddrari","drari","","children"
"khout","5out","","brothers"
"khwatat","5watat","","sisters"
"walidin","","","parents"
"khwal","5wal","","uncles"
"3mam","a3mam","","uncles"
"7fid","hfid","7afid","grandchild"
"jdd","jedd","jadd","grandfather"
"jdda","jedda","jadda","grandmother"
"nsab","nsaab","","family-in-law"
